사고 발생 건수,행정동,기간,강수일수,안개일수,눈일수,강수량(mm),가중교통량,신호기,유동인구,면적
6,삼도2동,202011,7,0,0,28.2,111.93,12.0,253355.07,0.83
2,삼도2동,202012,6,0,5,29.5,111.93,12.0,233746.16,0.83
7,삼양동,201801,18,0,12,58.0,613.96,25.0,578894.74,9.53
6,삼양동,201802,11,0,8,86.6,613.96,25.0,596582.71,9.53
9,삼양동,201803,10,2,0,118.0,613.96,25.0,561199.84,9.53
6,삼양동,201804,8,0,1,112.5,613.96,25.0,564914.07,9.53
5,삼양동,201805,12,4,0,98.8,613.96,25.0,574676.65,9.53
7,삼양동,201806,12,0,0,211.1,613.96,25.0,590618.07,9.53
6,삼양동,201807,6,0,0,48.7,613.96,25.0,606913.32,9.53
6,삼양동,201808,10,0,0,376.5,613.96,25.0,609701.23,9.53
10,삼양동,201809,13,0,0,187.7,613.96,25.0,587200.6,9.53
2,삼양동,201810,6,0,0,347.0,613.96,25.0,583435.9,9.53
7,삼양동,201811,6,0,0,28.6,613.96,25.0,586085.83,9.53
3,삼양동,201812,13,0,5,96.0,613.96,25.0,605540.68,9.53
2,삼양동,201901,5,0,1,24.2,887.86,25.0,617169.13,9.53
2,삼양동,201902,7,0,3,37.9,887.86,25.0,613792.71,9.53
5,삼양동,201903,9,0,0,55.5,887.86,25.0,579287.58,9.53
7,삼양동,201904,8,1,0,46.4,887.86,25.0,575488.7,9.53
9,삼양동,201905,5,0,0,42.8,887.86,25.0,580106.13,9.53
7,삼양동,201906,8,0,0,145.8,887.86,25.0,579527.67,9.53
4,삼양동,201907,13,1,0,510.1,887.86,25.0,599086.45,9.53
9,삼양동,201908,12,0,0,242.3,887.86,25.0,598968.58,9.53
7,삼양동,201909,17,1,0,610.6,887.86,25.0,579257.73,9.53
8,삼양동,201910,9,0,0,188.6,887.86,25.0,576004.48,9.53
6,삼양동,201911,7,0,0,27.5,887.86,25.0,537058.07,9.53
2,삼양동,201912,7,0,1,48.2,887.86,25.0,547174.26,9.53
12,삼양동,202001,10,0,0,116.7,824.25,25.0,551634.52,9.53
5,삼양동,202002,10,0,4,29.8,824.25,25.0,596667.34,9.53
7,삼양동,202003,8,1,0,81.6,824.25,25.0,651466.87,9.53
7,삼양동,202004,6,0,0,82.3,824.25,25.0,646244.77,9.53
10,삼양동,202005,9,6,0,20.6,824.25,25.0,642457.29,9.53
3,삼양동,202006,12,5,0,221.5,824.25,25.0,624481.67,9.53
7,삼양동,202007,18,2,0,184.7,824.25,25.0,626863.1,9.53
3,삼양동,202008,9,0,0,140.4,824.25,25.0,653761.16,9.53
7,삼양동,202009,14,1,0,400.5,824.25,25.0,644112.17,9.53
7,삼양동,202010,4,0,0,53.7,824.25,25.0,641243.23,9.53
4,삼양동,202011,7,0,0,28.2,824.25,25.0,667911.1,9.53
5,삼양동,202012,6,0,5,29.5,824.25,25.0,712179.94,9.53
4,서홍동,201801,13,12,0,63.7,5.01,11.0,201465.0,14.71
3,서홍동,201802,9,8,0,10.5,5.01,11.0,199234.64,14.71
3,서홍동,201803,11,0,0,151.6,5.01,11.0,186683.48,14.71
4,서홍동,201804,10,1,0,312.0,5.01,11.0,181734.8,14.71
3,서홍동,201805,18,0,0,356.1,5.01,11.0,185501.94,14.71
1,서홍동,201806,12,0,0,304.3,5.01,11.0,183444.53,14.71
4,서홍동,201807,7,0,0,23.2,5.01,11.0,185949.71,14.71
3,서홍동,201808,7,2,0,159.6,5.01,11.0,186724.0,14.71
1,서홍동,201809,16,0,0,473.8,5.01,11.0,189420.23,14.71
3,서홍동,201810,7,0,0,210.2,5.01,11.0,184918.65,14.71
3,서홍동,201811,9,0,0,55.6,5.01,11.0,187590.73,14.71
4,서홍동,201812,10,0,2,45.6,5.01,11.0,191565.19,14.71
3,서홍동,201901,7,1,0,21.7,13.78,11.0,204103.32,14.71
2,서홍동,201902,8,0,0,37.7,13.78,11.0,199766.18,14.71
4,서홍동,201903,10,0,0,64.8,13.78,11.0,193413.45,14.71
1,서홍동,201904,8,3,0,89.2,13.78,11.0,191103.37,14.71
5,서홍동,201905,7,1,0,376.7,13.78,11.0,191981.74,14.71
2,서홍동,201906,9,3,0,189.1,13.78,11.0,197747.47,14.71
2,서홍동,201907,16,8,0,452.1,13.78,11.0,201705.84,14.71
6,서홍동,201908,11,0,0,317.3,13.78,11.0,205675.77,14.71
5,서홍동,201909,17,0,0,394.9,13.78,11.0,200086.87,14.71
2,서홍동,201910,7,0,0,150.6,13.78,11.0,203956.03,14.71
4,서홍동,201911,7,0,0,31.3,13.78,11.0,207811.87,14.71
3,서홍동,201912,7,0,0,84.9,13.78,11.0,215624.39,14.71
8,서홍동,202001,10,0,0,110.1,216.56,11.0,227329.16,14.71
4,서홍동,202002,10,0,3,95.5,216.56,11.0,219684.55,14.71
4,서홍동,202003,8,2,0,132.2,216.56,11.0,217788.1,14.71
3,서홍동,202004,5,0,0,81.8,216.56,11.0,215637.77,14.71
2,서홍동,202005,11,8,0,244.0,216.56,11.0,222792.52,14.71
8,서홍동,202006,13,11,0,406.1,216.56,11.0,216885.63,14.71
2,서홍동,202007,20,10,0,322.0,216.56,11.0,217836.42,14.71
6,서홍동,202008,10,1,0,159.2,216.56,11.0,224403.03,14.71
1,서홍동,202009,14,1,0,424.9,216.56,11.0,228812.43,14.71
3,서홍동,202010,4,0,0,39.2,216.56,11.0,228923.29,14.71
3,서홍동,202011,7,0,0,11.7,216.56,11.0,240515.53,14.71
2,서홍동,202012,5,0,2,62.9,216.56,11.0,253981.81,14.71
7,성산읍,201801,20,12,0,102.4,7398.23,33.0,494556.42,107.79
6,성산읍,201802,13,8,0,125.7,7398.23,33.0,474700.11,107.79
13,성산읍,201803,12,0,0,179.5,7398.23,33.0,464784.68,107.79
6,성산읍,201804,11,1,0,234.1,7398.23,33.0,511345.0,107.79
8,성산읍,201805,19,0,0,151.8,7398.23,33.0,511051.87,107.79
7,성산읍,201806,13,0,0,377.2,7398.23,33.0,493251.6,107.79
15,성산읍,201807,7,0,0,41.8,7398.23,33.0,515695.84,107.79
11,성산읍,201808,8,2,0,125.0,7398.23,33.0,546892.52,107.79
11,성산읍,201809,16,0,0,521.8,7398.23,33.0,508883.9,107.79
9,성산읍,201810,7,0,0,184.2,7398.23,33.0,504779.39,107.79
19,성산읍,201811,9,0,0,45.9,7398.23,33.0,469347.73,107.79
11,성산읍,201812,13,0,2,57.3,7398.23,33.0,477155.77,107.79
11,성산읍,201901,8,1,0,16.2,10268.04,33.0,512364.68,107.79
11,성산읍,201902,7,0,0,77.4,10268.04,33.0,517789.29,107.79
14,성산읍,201903,9,0,0,133.5,10268.04,33.0,491564.81,107.79
6,성산읍,201904,9,3,0,132.5,10268.04,33.0,514979.33,107.79
13,성산읍,201905,8,1,0,247.3,10268.04,33.0,523853.23,107.79
13,성산읍,201906,10,3,0,170.2,10268.04,33.0,503386.3,107.79
13,성산읍,201907,13,8,0,516.5,10268.04,33.0,526534.55,107.79
16,성산읍,201908,11,0,0,377.4,10268.04,33.0,565911.94,107.79
7,성산읍,201909,16,0,0,613.3,10268.04,33.0,499224.93,107.79
15,성산읍,201910,8,0,0,233.9,10268.04,33.0,524546.55,107.79
11,성산읍,201911,10,0,0,36.2,10268.04,33.0,494486.47,107.79
10,성산읍,201912,10,0,0,103.7,10268.04,33.0,503886.13,107.79
7,성산읍,202001,11,0,0,94.4,8583.95,33.0,530556.1,107.79
4,성산읍,202002,13,0,3,98.7,8583.95,33.0,453483.41,107.79
9,성산읍,202003,10,2,0,110.7,8583.95,33.0,457595.23,107.79
11,성산읍,202004,6,0,0,87.0,8583.95,33.0,443288.07,107.79
14,성산읍,202005,10,8,0,246.4,8583.95,33.0,474931.77,107.79
7,성산읍,202006,14,11,0,326.6,8583.95,33.0,475686.43,107.79
8,성산읍,202007,19,10,0,378.1,8583.95,33.0,508372.68,107.79
9,성산읍,202008,9,1,0,204.7,8583.95,33.0,570672.39,107.79
7,성산읍,202009,16,1,0,469.3,8583.95,33.0,496620.27,107.79
10,성산읍,202010,5,0,0,34.4,8583.95,33.0,533595.97,107.79
7,성산읍,202011,7,0,0,14.9,8583.95,33.0,562293.7,107.79
4,성산읍,202012,8,0,2,51.0,8583.95,33.0,508761.65,107.79
0,송산동,201801,13,12,0,63.7,1.22,1.0,87115.61,4.8
2,송산동,201802,9,8,0,10.5,1.22,1.0,83027.07,4.8
0,송산동,201803,11,0,0,151.6,1.22,1.0,72890.29,4.8
1,송산동,201804,10,1,0,312.0,1.22,1.0,80175.07,4.8
0,송산동,201805,18,0,0,356.1,1.22,1.0,81426.9,4.8
0,송산동,201806,12,0,0,304.3,1.22,1.0,80421.57,4.8
0,송산동,201807,7,0,0,23.2,1.22,1.0,82193.45,4.8
1,송산동,201808,7,2,0,159.6,1.22,1.0,89358.39,4.8
2,송산동,201809,16,0,0,473.8,1.22,1.0,80812.73,4.8
1,송산동,201810,7,0,0,210.2,1.22,1.0,77695.77,4.8
2,송산동,201811,9,0,0,55.6,1.22,1.0,74776.2,4.8
4,송산동,201812,10,0,2,45.6,1.22,1.0,80046.81,4.8
3,송산동,201901,7,1,0,21.7,5.33,1.0,85604.81,4.8
0,송산동,201902,8,0,0,37.7,5.33,1.0,81976.57,4.8
3,송산동,201903,10,0,0,64.8,5.33,1.0,76432.32,4.8
1,송산동,201904,8,3,0,89.2,5.33,1.0,73393.53,4.8
1,송산동,201905,7,1,0,376.7,5.33,1.0,75757.52,4.8
3,송산동,201906,9,3,0,189.1,5.33,1.0,76740.1,4.8
1,송산동,201907,16,8,0,452.1,5.33,1.0,77395.16,4.8
0,송산동,201908,11,0,0,317.3,5.33,1.0,80641.06,4.8
0,송산동,201909,17,0,0,394.9,5.33,1.0,71032.97,4.8
2,송산동,201910,7,0,0,150.6,5.33,1.0,70942.23,4.8
0,송산동,201911,7,0,0,31.3,5.33,1.0,71190.8,4.8
2,송산동,201912,7,0,0,84.9,5.33,1.0,70748.55,4.8
1,송산동,202001,10,0,0,110.1,3.08,1.0,80217.61,4.8
2,송산동,202002,10,0,3,95.5,3.08,1.0,70780.34,4.8
0,송산동,202003,8,2,0,132.2,3.08,1.0,73014.03,4.8
0,송산동,202004,5,0,0,81.8,3.08,1.0,67951.77,4.8
3,송산동,202005,11,8,0,244.0,3.08,1.0,71872.16,4.8
1,송산동,202006,13,11,0,406.1,3.08,1.0,70835.9,4.8
2,송산동,202007,20,10,0,322.0,3.08,1.0,75533.71,4.8
1,송산동,202008,10,1,0,159.2,3.08,1.0,81844.03,4.8
1,송산동,202009,14,1,0,424.9,3.08,1.0,77410.5,4.8
1,송산동,202010,4,0,0,39.2,3.08,1.0,83946.16,4.8
1,송산동,202011,7,0,0,11.7,3.08,1.0,84110.83,4.8
2,송산동,202012,5,0,2,62.9,3.08,1.0,80870.55,4.8
13,아라동,201801,18,0,12,58.0,9970.32,60.0,1086683.16,70.64
5,아라동,201802,11,0,8,86.6,9970.32,60.0,1069252.43,70.64
13,아라동,201803,10,2,0,118.0,9970.32,60.0,1284489.97,70.64
15,아라동,201804,8,0,1,112.5,9970.32,60.0,1331976.7,70.64
13,아라동,201805,12,4,0,98.8,9970.32,60.0,1316423.77,70.64
16,아라동,201806,12,0,0,211.1,9970.32,60.0,1295317.77,70.64
12,아라동,201807,6,0,0,48.7,9970.32,60.0,1200537.1,70.64
15,아라동,201808,10,0,0,376.5,9970.32,60.0,1230122.71,70.64
16,아라동,201809,13,0,0,187.7,9970.32,60.0,1266758.43,70.64
20,아라동,201810,6,0,0,347.0,9970.32,60.0,1327814.32,70.64
14,아라동,201811,6,0,0,28.6,9970.32,60.0,1326163.07,70.64
17,아라동,201812,13,0,5,96.0,9970.32,60.0,1237368.55,70.64
13,아라동,201901,5,0,1,24.2,12587.39,60.0,1168540.03,70.64
17,아라동,201902,7,0,3,37.9,12587.39,60.0,1138054.36,70.64
14,아라동,201903,9,0,0,55.5,12587.39,60.0,1322778.74,70.64
18,아라동,201904,8,1,0,46.4,12587.39,60.0,1356014.3,70.64
14,아라동,201905,5,0,0,42.8,12587.39,60.0,1326018.61,70.64
10,아라동,201906,8,0,0,145.8,12587.39,60.0,1293834.17,70.64
11,아라동,201907,13,1,0,510.1,12587.39,60.0,1225612.29,70.64
6,아라동,201908,12,0,0,242.3,12587.39,60.0,1228890.1,70.64
12,아라동,201909,17,1,0,610.6,12587.39,60.0,1282392.9,70.64
16,아라동,201910,9,0,0,188.6,12587.39,60.0,1302435.26,70.64
18,아라동,201911,7,0,0,27.5,12587.39,60.0,1348370.67,70.64
9,아라동,201912,7,0,1,48.2,12587.39,60.0,1291093.32,70.64
12,아라동,202001,10,0,0,116.7,8468.21,60.0,1193778.16,70.64
8,아라동,202002,10,0,4,29.8,8468.21,60.0,1203765.0,70.64
17,아라동,202003,8,1,0,81.6,8468.21,60.0,1227538.29,70.64
9,아라동,202004,6,0,0,82.3,8468.21,60.0,1224995.83,70.64
8,아라동,202005,9,6,0,20.6,8468.21,60.0,1226909.42,70.64
11,아라동,202006,12,5,0,221.5,8468.21,60.0,1297359.83,70.64
15,아라동,202007,18,2,0,184.7,8468.21,60.0,1299591.71,70.64
10,아라동,202008,9,0,0,140.4,8468.21,60.0,1252414.74,70.64
22,아라동,202009,14,1,0,400.5,8468.21,60.0,1293678.43,70.64
10,아라동,202010,4,0,0,53.7,8468.21,60.0,1327028.16,70.64
14,아라동,202011,7,0,0,28.2,8468.21,60.0,1459315.63,70.64
12,아라동,202012,6,0,5,29.5,8468.21,60.0,1439674.1,70.64
9,안덕면,201801,13,12,0,63.7,19101.86,46.0,554816.58,105.6
8,안덕면,201802,9,8,0,10.5,19101.86,46.0,543133.43,105.6
11,안덕면,201803,11,0,0,151.6,19101.86,46.0,541195.03,105.6
12,안덕면,201804,10,1,0,312.0,19101.86,46.0,591625.73,105.6
8,안덕면,201805,18,0,0,356.1,19101.86,46.0,594466.45,105.6
9,안덕면,201806,12,0,0,304.3,19101.86,46.0,538090.13,105.6
9,안덕면,201807,7,0,0,23.2,19101.86,46.0,495602.97,105.6
5,안덕면,201808,7,2,0,159.6,19101.86,46.0,586921.55,105.6
7,안덕면,201809,16,0,0,473.8,19101.86,46.0,550899.17,105.6
8,안덕면,201810,7,0,0,210.2,19101.86,46.0,568704.06,105.6
16,안덕면,201811,9,0,0,55.6,19101.86,46.0,560021.13,105.6
8,안덕면,201812,10,0,2,45.6,19101.86,46.0,529228.9,105.6
9,안덕면,201901,7,1,0,21.7,12912.32,46.0,579202.0,105.6
6,안덕면,201902,8,0,0,37.7,12912.32,46.0,577289.93,105.6
8,안덕면,201903,10,0,0,64.8,12912.32,46.0,573069.39,105.6
9,안덕면,201904,8,3,0,89.2,12912.32,46.0,585393.7,105.6
13,안덕면,201905,7,1,0,376.7,12912.32,46.0,621364.23,105.6
9,안덕면,201906,9,3,0,189.1,12912.32,46.0,564188.17,105.6
7,안덕면,201907,16,8,0,452.1,12912.32,46.0,540794.94,105.6
18,안덕면,201908,11,0,0,317.3,12912.32,46.0,638283.45,105.6
11,안덕면,201909,17,0,0,394.9,12912.32,46.0,576143.97,105.6
8,안덕면,201910,7,0,0,150.6,12912.32,46.0,609136.55,105.6
11,안덕면,201911,7,0,0,31.3,12912.32,46.0,621872.37,105.6
11,안덕면,201912,7,0,0,84.9,12912.32,46.0,587843.97,105.6
6,안덕면,202001,10,0,0,110.1,15726.91,46.0,589166.45,105.6
9,안덕면,202002,10,0,3,95.5,15726.91,46.0,558400.38,105.6
7,안덕면,202003,8,2,0,132.2,15726.91,46.0,513541.32,105.6
5,안덕면,202004,5,0,0,81.8,15726.91,46.0,510573.57,105.6
4,안덕면,202005,11,8,0,244.0,15726.91,46.0,558945.03,105.6
6,안덕면,202006,13,11,0,406.1,15726.91,46.0,565539.6,105.6
10,안덕면,202007,20,10,0,322.0,15726.91,46.0,571089.48,105.6
6,안덕면,202008,10,1,0,159.2,15726.91,46.0,665186.39,105.6
12,안덕면,202009,14,1,0,424.9,15726.91,46.0,609937.17,105.6
14,안덕면,202010,4,0,0,39.2,15726.91,46.0,667516.68,105.6
10,안덕면,202011,7,0,0,11.7,15726.91,46.0,690213.73,105.6
9,안덕면,202012,5,0,2,62.9,15726.91,46.0,619235.94,105.6
19,애월읍,201801,18,0,12,58.0,32209.62,82.0,1265658.84,202.16
20,애월읍,201802,11,0,8,86.6,32209.62,82.0,1228974.86,202.16
24,애월읍,201803,10,2,0,118.0,32209.62,82.0,1279867.29,202.16
19,애월읍,201804,8,0,1,112.5,32209.62,82.0,1310357.73,202.16
16,애월읍,201805,12,4,0,98.8,32209.62,82.0,1289288.19,202.16
26,애월읍,201806,12,0,0,211.1,32209.62,82.0,1300740.43,202.16
18,애월읍,201807,6,0,0,48.7,32209.62,82.0,1314638.74,202.16
20,애월읍,201808,10,0,0,376.5,32209.62,82.0,1367588.32,202.16
17,애월읍,201809,13,0,0,187.7,32209.62,82.0,1258846.97,202.16
9,애월읍,201810,6,0,0,347.0,32209.62,82.0,1267188.55,202.16
22,애월읍,201811,6,0,0,28.6,32209.62,82.0,1250474.9,202.16
15,애월읍,201812,13,0,5,96.0,32209.62,82.0,1233880.29,202.16
16,애월읍,201901,5,0,1,24.2,25769.8,82.0,1280769.71,202.16
20,애월읍,201902,7,0,3,37.9,25769.8,82.0,1253896.93,202.16
26,애월읍,201903,9,0,0,55.5,25769.8,82.0,1280698.35,202.16
16,애월읍,201904,8,1,0,46.4,25769.8,82.0,1306846.7,202.16
25,애월읍,201905,5,0,0,42.8,25769.8,82.0,1313880.74,202.16
22,애월읍,201906,8,0,0,145.8,25769.8,82.0,1295233.93,202.16
19,애월읍,201907,13,1,0,510.1,25769.8,82.0,1331503.9,202.16
29,애월읍,201908,12,0,0,242.3,25769.8,82.0,1385583.26,202.16
13,애월읍,201909,17,1,0,610.6,25769.8,82.0,1247351.67,202.16
22,애월읍,201910,9,0,0,188.6,25769.8,82.0,1298412.35,202.16
23,애월읍,201911,7,0,0,27.5,25769.8,82.0,1297213.77,202.16
13,애월읍,201912,7,0,1,48.2,25769.8,82.0,1287008.45,202.16
21,애월읍,202001,10,0,0,116.7,21621.15,82.0,1303109.06,202.16
13,애월읍,202002,10,0,4,29.8,21621.15,82.0,1243326.41,202.16
21,애월읍,202003,8,1,0,81.6,21621.15,82.0,1241801.65,202.16
17,애월읍,202004,6,0,0,82.3,21621.15,82.0,1238109.43,202.16
16,애월읍,202005,9,6,0,20.6,21621.15,82.0,1274104.87,202.16
16,애월읍,202006,12,5,0,221.5,21621.15,82.0,1286716.53,202.16
27,애월읍,202007,18,2,0,184.7,21621.15,82.0,1320326.81,202.16
32,애월읍,202008,9,0,0,140.4,21621.15,82.0,1418269.48,202.16
16,애월읍,202009,14,1,0,400.5,21621.15,82.0,1308151.63,202.16
33,애월읍,202010,4,0,0,53.7,21621.15,82.0,1388572.13,202.16
29,애월읍,202011,7,0,0,28.2,21621.15,82.0,1469388.37,202.16
20,애월읍,202012,6,0,5,29.5,21621.15,82.0,1397141.65,202.16
30,연동,201801,18,0,12,58.0,5442.58,31.0,1678117.9,12.32
19,연동,201802,11,0,8,86.6,5442.58,31.0,1637370.0,12.32
35,연동,201803,10,2,0,118.0,5442.58,31.0,1612761.61,12.32
33,연동,201804,8,0,1,112.5,5442.58,31.0,1620163.77,12.32
39,연동,201805,12,4,0,98.8,5442.58,31.0,1605300.74,12.32
37,연동,201806,12,0,0,211.1,5442.58,31.0,1602622.37,12.32
33,연동,201807,6,0,0,48.7,5442.58,31.0,1623203.06,12.32
37,연동,201808,10,0,0,376.5,5442.58,31.0,1627404.16,12.32
31,연동,201809,13,0,0,187.7,5442.58,31.0,1587404.27,12.32
32,연동,201810,6,0,0,347.0,5442.58,31.0,1631029.1,12.32
36,연동,201811,6,0,0,28.6,5442.58,31.0,1641749.27,12.32
32,연동,201812,13,0,5,96.0,5442.58,31.0,1650017.1,12.32
31,연동,201901,5,0,1,24.2,5681.64,31.0,1659435.0,12.32
22,연동,201902,7,0,3,37.9,5681.64,31.0,1621991.54,12.32
43,연동,201903,9,0,0,55.5,5681.64,31.0,1600544.68,12.32
42,연동,201904,8,1,0,46.4,5681.64,31.0,1601890.9,12.32
31,연동,201905,5,0,0,42.8,5681.64,31.0,1577159.06,12.32
29,연동,201906,8,0,0,145.8,5681.64,31.0,1563540.63,12.32
34,연동,201907,13,1,0,510.1,5681.64,31.0,1589406.77,12.32
29,연동,201908,12,0,0,242.3,5681.64,31.0,1590693.58,12.32
37,연동,201909,17,1,0,610.6,5681.64,31.0,1541816.17,12.32
36,연동,201910,9,0,0,188.6,5681.64,31.0,1569891.26,12.32
29,연동,201911,7,0,0,27.5,5681.64,31.0,1613910.77,12.32
35,연동,201912,7,0,1,48.2,5681.64,31.0,1626943.29,12.32
38,연동,202001,10,0,0,116.7,7202.31,31.0,1601538.32,12.32
27,연동,202002,10,0,4,29.8,7202.31,31.0,1550998.86,12.32
25,연동,202003,8,1,0,81.6,7202.31,31.0,1505588.81,12.32
28,연동,202004,6,0,0,82.3,7202.31,31.0,1483679.4,12.32
31,연동,202005,9,6,0,20.6,7202.31,31.0,1485818.84,12.32
28,연동,202006,12,5,0,221.5,7202.31,31.0,1499049.33,12.32
35,연동,202007,18,2,0,184.7,7202.31,31.0,1520705.32,12.32
33,연동,202008,9,0,0,140.4,7202.31,31.0,1539745.97,12.32
27,연동,202009,14,1,0,400.5,7202.31,31.0,1491801.03,12.32
37,연동,202010,4,0,0,53.7,7202.31,31.0,1533317.0,12.32
25,연동,202011,7,0,0,28.2,7202.31,31.0,1675458.93,12.32
28,연동,202012,6,0,5,29.5,7202.31,31.0,1642797.35,12.32
3,영천동,201801,13,12,0,63.7,2373.86,26.0,188968.58,46.33
3,영천동,201802,9,8,0,10.5,2373.86,26.0,182406.86,46.33
5,영천동,201803,11,0,0,151.6,2373.86,26.0,185184.55,46.33
5,영천동,201804,10,1,0,312.0,2373.86,26.0,191887.03,46.33
6,영천동,201805,18,0,0,356.1,2373.86,26.0,191569.81,46.33
4,영천동,201806,12,0,0,304.3,2373.86,26.0,191002.0,46.33
5,영천동,201807,7,0,0,23.2,2373.86,26.0,173138.03,46.33
3,영천동,201808,7,2,0,159.6,2373.86,26.0,174770.03,46.33
2,영천동,201809,16,0,0,473.8,2373.86,26.0,165873.9,46.33
3,영천동,201810,7,0,0,210.2,2373.86,26.0,170672.55,46.33
4,영천동,201811,9,0,0,55.6,2373.86,26.0,166989.57,46.33
3,영천동,201812,10,0,2,45.6,2373.86,26.0,183035.16,46.33
7,영천동,201901,7,1,0,21.7,3708.32,26.0,192161.58,46.33
4,영천동,201902,8,0,0,37.7,3708.32,26.0,179891.36,46.33
2,영천동,201903,10,0,0,64.8,3708.32,26.0,187128.06,46.33
4,영천동,201904,8,3,0,89.2,3708.32,26.0,199350.7,46.33
5,영천동,201905,7,1,0,376.7,3708.32,26.0,195132.23,46.33
2,영천동,201906,9,3,0,189.1,3708.32,26.0,185792.37,46.33
3,영천동,201907,16,8,0,452.1,3708.32,26.0,186504.29,46.33
2,영천동,201908,11,0,0,317.3,3708.32,26.0,195771.97,46.33
6,영천동,201909,17,0,0,394.9,3708.32,26.0,180831.73,46.33
3,영천동,201910,7,0,0,150.6,3708.32,26.0,189814.32,46.33
4,영천동,201911,7,0,0,31.3,3708.32,26.0,189202.23,46.33
7,영천동,201912,7,0,0,84.9,3708.32,26.0,188378.58,46.33
6,영천동,202001,10,0,0,110.1,2404.87,26.0,182795.9,46.33
0,영천동,202002,10,0,3,95.5,2404.87,26.0,167526.86,46.33
3,영천동,202003,8,2,0,132.2,2404.87,26.0,175275.52,46.33
4,영천동,202004,5,0,0,81.8,2404.87,26.0,171231.1,46.33
3,영천동,202005,11,8,0,244.0,2404.87,26.0,176123.0,46.33
3,영천동,202006,13,11,0,406.1,2404.87,26.0,185530.37,46.33
4,영천동,202007,20,10,0,322.0,2404.87,26.0,186788.81,46.33
5,영천동,202008,10,1,0,159.2,2404.87,26.0,185558.74,46.33
4,영천동,202009,14,1,0,424.9,2404.87,26.0,184752.13,46.33
5,영천동,202010,4,0,0,39.2,2404.87,26.0,196241.87,46.33
5,영천동,202011,7,0,0,11.7,2404.87,26.0,206952.93,46.33
9,영천동,202012,5,0,2,62.9,2404.87,26.0,200526.87,46.33
4,예래동,201801,13,12,0,63.7,2390.51,12.0,263114.48,37.3
6,예래동,201802,9,8,0,10.5,2390.51,12.0,244133.79,37.3
3,예래동,201803,11,0,0,151.6,2390.51,12.0,233231.55,37.3
2,예래동,201804,10,1,0,312.0,2390.51,12.0,271467.9,37.3
3,예래동,201805,18,0,0,356.1,2390.51,12.0,280312.61,37.3
4,예래동,201806,12,0,0,304.3,2390.51,12.0,272289.23,37.3
6,예래동,201807,7,0,0,23.2,2390.51,12.0,282148.81,37.3
4,예래동,201808,7,2,0,159.6,2390.51,12.0,291170.23,37.3
3,예래동,201809,16,0,0,473.8,2390.51,12.0,248679.73,37.3
6,예래동,201810,7,0,0,210.2,2390.51,12.0,245027.74,37.3
5,예래동,201811,9,0,0,55.6,2390.51,12.0,233237.13,37.3
2,예래동,201812,10,0,2,45.6,2390.51,12.0,241871.68,37.3
4,예래동,201901,7,1,0,21.7,3011.49,12.0,258328.16,37.3
1,예래동,201902,8,0,0,37.7,3011.49,12.0,264059.0,37.3
2,예래동,201903,10,0,0,64.8,3011.49,12.0,229228.68,37.3
4,예래동,201904,8,3,0,89.2,3011.49,12.0,236209.63,37.3
4,예래동,201905,7,1,0,376.7,3011.49,12.0,246947.48,37.3
4,예래동,201906,9,3,0,189.1,3011.49,12.0,237053.87,37.3
4,예래동,201907,16,8,0,452.1,3011.49,12.0,251969.42,37.3
5,예래동,201908,11,0,0,317.3,3011.49,12.0,268306.19,37.3
3,예래동,201909,17,0,0,394.9,3011.49,12.0,218695.53,37.3
6,예래동,201910,7,0,0,150.6,3011.49,12.0,236182.29,37.3
2,예래동,201911,7,0,0,31.3,3011.49,12.0,224057.57,37.3
1,예래동,201912,7,0,0,84.9,3011.49,12.0,231418.87,37.3
4,예래동,202001,10,0,0,110.1,1885.52,12.0,246770.52,37.3
4,예래동,202002,10,0,3,95.5,1885.52,12.0,183849.31,37.3
2,예래동,202003,8,2,0,132.2,1885.52,12.0,177229.16,37.3
3,예래동,202004,5,0,0,81.8,1885.52,12.0,173731.47,37.3
3,예래동,202005,11,8,0,244.0,1885.52,12.0,198094.29,37.3
2,예래동,202006,13,11,0,406.1,1885.52,12.0,209907.63,37.3
1,예래동,202007,20,10,0,322.0,1885.52,12.0,226910.65,37.3
8,예래동,202008,10,1,0,159.2,1885.52,12.0,260529.29,37.3
2,예래동,202009,14,1,0,424.9,1885.52,12.0,194028.07,37.3
5,예래동,202010,4,0,0,39.2,1885.52,12.0,227565.39,37.3
6,예래동,202011,7,0,0,11.7,1885.52,12.0,246947.0,37.3
2,예래동,202012,5,0,2,62.9,1885.52,12.0,206207.77,37.3
13,오라동,201801,18,0,12,58.0,2577.62,24.0,616205.19,28.74
7,오라동,201802,11,0,8,86.6,2577.62,24.0,615741.86,28.74
13,오라동,201803,10,2,0,118.0,2577.62,24.0,594325.65,28.74
8,오라동,201804,8,0,1,112.5,2577.62,24.0,581462.87,28.74
14,오라동,201805,12,4,0,98.8,2577.62,24.0,570536.9,28.74
11,오라동,201806,12,0,0,211.1,2577.62,24.0,565411.93,28.74
10,오라동,201807,6,0,0,48.7,2577.62,24.0,591959.52,28.74
7,오라동,201808,10,0,0,376.5,2577.62,24.0,600426.32,28.74
5,오라동,201809,13,0,0,187.7,2577.62,24.0,564797.0,28.74
17,오라동,201810,6,0,0,347.0,2577.62,24.0,564373.39,28.74
